Income from wages/salaries	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Family has savings more than $5000	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Family monthly poverty level category	category	1:Monthly poverty level index less or equal than 1.30;2:1.30 less than  Monthly poverty level index less or equal than 1.85;3:Monthly poverty level index greater than 1.85;7:Refused;9:Don't Know	WTINT2YR
Income from self employment	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Family monthly poverty level index	float	0,4.99;5:Value greater than or equal to 5.00	WTINT2YR
Income from state/county cash assistance	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Income from Supplemental Security Income	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Income from retirement/survivor pension	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Income from interest/dividends or rental	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Income from other sources	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Total savings/cash assets for the family	category	1:Less than $500;2:$501- $1000;3:$1001-$2000;4:$2001-$3000;5:$3001-$4000;6:$4001-$5000;77:Refused;99:Don't know	WTINT2YR
Monthly family income	category	1:$0 - $399;2:$400 - $799;3:$800 - $1249;4:$1250 - $1649;5:$1650 - $2099;6:$2100 - $2899;7:$2900 - $3749;8:$3750 - $4599;9:$4600 - $5399;10:$5400 - $6249;11:$6250 - $8399;12:$8400 and over;77:Refused;99:Don't know	WTINT2YR
Income from other disability pension	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How often have urinary leakage	category	1:never,;2:less than once a month,;3:a few times a month,;4:a few times a week, or;5:every day and/or night?;7:Refused;9:Don't know	WTINT2YR
How many times passed a kidney stone?	int	0,80;777:Refused;999:Don't know	WTINT2YR
How much urine lose each time?	category	1:drops,;2:small splashes, or;3:more?;7:Refused;9:Don't know	WTINT2YR
How much were daily activities affected	category	1:Not at all,;2:only a little,;3:somewhat,;4:very much, or;5:greatly;7:Refused;9:Don't know	WTINT2YR
Ever had kidney stones?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Received dialysis in past 12 months	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Leak urine during physical activities	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How frequently does this occur?	category	1:less than once a month,;2:a few times a month,;3:a few times a week, or;4:every day and/or night?;7:Refused;9:Don't know	WTINT2YR
Ever told you had weak/failing kidneys	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Urinated before reaching the toilet	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How many times urinate in night?	int	0,5;7:Refused;9:Don't know	WTINT2YR
How frequently does this occur?	category	1:less than once a month,;2:a few times a month,;3:a few times a week, or;4:every day and/or night?;7:Refused;9:Don't know	WTINT2YR
Leak urine during nonphysical activities	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How much did urine leakage bother you	category	1:Not at all,;2:only a little,;3:somewhat,;4:very much, or;5:greatly;7:Refused;9:Don't know	WTINT2YR
How frequently does this occur?	category	1:less than once a month,;2:a few times a month,;3:a few times a week, or;4:every day and/or night?;7:Refused;9:Don't know	WTINT2YR
Age when brain cancer first diagnosed	int	28,59;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Still have asthma	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when cervical cancer first diagnosed	int	16,53;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when colon cancer first diagnosed	int	21,80;77777:Refused;99999:Don't know	WTINT2YR
Emergency care visit for asthma/past yr	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when blood cancer first diagnosed	int	60,60;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Ever told you had cancer or malignancy	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
What kind of cancer	category	10:Bladder;11:Blood;12:Bone;13:Brain;14:Breast;15:Cervix (cervical);16:Colon;17:Esophagus (esophageal);18:Gallbladder;19:Kidney;20:Larynx/ windpipe;21:Leukemia;22:Liver;23:Lung;24:Lymphoma/Hodgkin's disease;25:Melanoma;26:Mouth/tongue/lip;27:Nervous system;28:Ovary (ovarian);29:Pancreas (pancreatic);30:Prostate;31:Rectum (rectal);32:Skin (non-melanoma);33:Skin (don't know what kind);34:Soft tissue (muscle or fat);35:Stomach;36:Testis (testicular);37:Thyroid;38:Uterus (uterine);39:Other;66:More than 3 kinds;77:Refused;99:Don't know	WTINT2YR
What kind of cancer	category	10:Bladder;11:Blood;12:Bone;13:Brain;14:Breast;15:Cervix (cervical);16:Colon;17:Esophagus (esophageal);18:Gallbladder;19:Kidney;20:Larynx/ windpipe;21:Leukemia;22:Liver;23:Lung;24:Lymphoma/Hodgkin's disease;25:Melanoma;26:Mouth/tongue/lip;27:Nervous system;28:Ovary (ovarian);29:Pancreas (pancreatic);30:Prostate;31:Rectum (rectal);32:Skin (non-melanoma);33:Skin (don't know what kind);34:Soft tissue (muscle or fat);35:Stomach;36:Testis (testicular);37:Thyroid;38:Uterus (uterine);39:Other;66:More than 3 kinds;77:Refused;99:Don't know	WTINT2YR
What kind of cancer	category	10:Bladder;11:Blood;12:Bone;13:Brain;14:Breast;15:Cervix (cervical);16:Colon;17:Esophagus (esophageal);18:Gallbladder;19:Kidney;20:Larynx/ windpipe;21:Leukemia;22:Liver;23:Lung;24:Lymphoma/Hodgkin's disease;25:Melanoma;26:Mouth/tongue/lip;27:Nervous system;28:Ovary (ovarian);29:Pancreas (pancreatic);30:Prostate;31:Rectum (rectal);32:Skin (non-melanoma);33:Skin (don't know what kind);34:Soft tissue (muscle or fat);35:Stomach;36:Testis (testicular);37:Thyroid;38:Uterus (uterine);39:Other;66:More than 3 kinds;77:Refused;99:Don't know	WTINT2YR
Do you still have a thyroid problem	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age esophageal cancer first diagnosed	int	58,62;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age gallbladder cancer first diagnosed	category	80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when kidney cancer first diagnosed	int	27,76;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
What kind of cancer	category	10:Bladder;11:Blood;12:Bone;13:Brain;14:Breast;15:Cervix (cervical);16:Colon;17:Esophagus (esophageal);18:Gallbladder;19:Kidney;20:Larynx/ windpipe;21:Leukemia;22:Liver;23:Lung;24:Lymphoma/Hodgkin's disease;25:Melanoma;26:Mouth/tongue/lip;27:Nervous system;28:Ovary (ovarian);29:Pancreas (pancreatic);30:Prostate;31:Rectum (rectal);32:Skin (non-melanoma);33:Skin (don't know what kind);34:Soft tissue (muscle or fat);35:Stomach;36:Testis (testicular);37:Thyroid;38:Uterus (uterine);39:Other;66:More than 3 kinds;77:Refused;99:Don't know	WTINT2YR
Ever been told you have psoriasis?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age prostate cancer first diagnosed	int	10,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when rectal cancer first diagnosed	int	41,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when liver cancer first diagnosed	int	29,69;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when melanoma first diagnosed	int	12,80;77777:Refused;99999:Don't know	WTINT2YR
Taking treatment for anemia/past 3 mos	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Year receive blood transfusion	category	1:Before 1972;2:1972 - 1991;3:1992 to present;7:Refused;9:Don't know	WTINT2YR
Dr. prescribed medication for asthma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age other type of cancer first diagnosed	int	0,77;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Ever been told you have asthma	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age unknown skin cancer first diagnosed	int	5,77;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age soft tissue cancer first diagnosed	category	80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age mouth\tongue\lip cancer diagnosed	int	59,70;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when bladder cancer first diagnosed	int	47,77;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had a thyroid problem	int	0,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had a liver condition	int	1,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had gout	int	2,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had chronic bronchitis	int	0,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had heart attack	int	15,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had angina pectoris	int	17,77;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had emphysema	int	8,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had a stroke	int	7,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had arthritis	int	2,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told had coronary heart disease	int	8,80;77777:Refused;99999:Don't know	WTINT2YR
Age when told you had heart failure	int	1,80;77777:Refused;99999:Don't know	WTINT2YR
Close relative had heart attack?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Doctor ever said you were overweight	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever been told you have celiac disease?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when thyroid cancer first diagnosed	int	21,75;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age stomach cancer first diagnosed	int	49,66;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Are you on a gluten-free diet?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when lung cancer first diagnosed	int	52,75;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age lymphoma/Hodgkin's diagnosed	int	9,76;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Trouble seeing even with glass/contacts	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when first had asthma	int	1,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Close relative had diabetes?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Close relative had asthma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age nervous system cancer diagnosed	category	80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when uterine cancer first diagnosed	int	20,70;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Menstrual periods started yet?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age testicular cancer first diagnosed	int	18,55;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Ever told you had coronary heart disease	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told had congestive heart failure	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Doctor ever said you had arthritis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when leukemia first diagnosed	int	4,64;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Ever told you had emphysema	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Had asthma attack in past year	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had heart attack	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had angina/angina pectoris	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had chronic bronchitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age larynx/windpipe cancer diagnosed	int	30,54;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Doctor ever told you that you had gout?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had a thyroid problem	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told you had any liver condition	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age pancreatic cancer first diagnosed	int	55,55;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Do you still have a liver condition	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when breast cancer first diagnosed	int	13,77;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Do you still have chronic bronchitis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when ovarian cancer first diagnosed	int	21,63;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age when bone cancer first diagnosed	int	9,70;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Ever receive blood transfusion	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age non-melanoma skin cancer diagnosed	int	11,78;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Age unknown cancer first diagnosed	int	20,46;80:80 years or older;77777:Refused;99999:Don't know	WTINT2YR
Which type of arthritis was it?	category	1:Rheumatoid arthritis;2:Osteoarthritis;3:Psoriatic arthritis;4:Other;7:Refused;9:Don't know	WTINT2YR
Ever told you had a stroke	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Smell tobacco smoke at work	category	1:Enter number;2:Never;7:Refused;9:Don't know	WTINT2YR
Ever had work exposure to mineral dusts?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Description of job/work situation	category	1:An employee of a private company, business, or individual for wages, salary, or commission.;2:A federal government employee;3:A state government employee;4:A local government employee;5:Self-employed in own business, professional practice or farm.;6:Working without pay in family business or farm;77:Refused;99:Don't know	WTINT2YR
Duration of longest job (months)	int	0,720;77777:Refused;99999:Don't know	WTINT2YR
Ever had work exposure to other fumes?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
# of years exposed to mineral dusts	int	0,60;7777:Refused;9999:Don't know	WTINT2YR
# of years exposed to other fumes	int	0,60;7777:Refused;9999:Don't know	WTINT2YR
Number of months working in the main job	int	0,720;77777:Refused;99999:Don't know	WTINT2YR
Main reason did not work last week	category	1:Taking care of house or family;2:Going to school;3:Retired;4:Unable to work for health reasons;5:On layoff;6:Disabled;7:Other;77:Refused;99:Don't know	WTINT2YR
Which best describes hours worked?	category	1:A regular daytime schedule;2:A regular evening shift;3:A regular night shift;4:A rotating shift;5:Another schedule;7:Refused;9:Don't know	WTINT2YR
Kind of work you have done the longest	category	1:Enter occupation;2:Same as current occupation;3:Armed forces;4:Never worked;7:Refused;9:Don't know	WTINT2YR
Ever had work exposure to organic dusts?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Hours worked last week at all jobs	int	1,130;77777:Refused;99999:Don't know	WTINT2YR
# Hrs/day smell tobacco smoke at work	int	0,24;7777:Refused;9999:Don't know	WTINT2YR
# of years exposed to exhaust fumes	int	0,60;7777:Refused;9999:Don't know	WTINT2YR
Type of work done last week	category	1:Working at a job or business,;2:With a job or business but not at work,;3:Looking for work, or;4:Not working at a job or business?;7:Refused;9:Don't know	WTINT2YR
Ever exposed to exhaust fumes at work?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Usually work 35 or more hours per week	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
# of years exposed to organic dusts	int	0,78;7777:Refused;9999:Don't know	WTINT2YR
Days used mouthwash for dental problem	int	0,7;77:REFUSED;99:DON'T KNOW	WTINT2YR
Noticed a tooth that doesn't look right	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Rate the health of your teeth and gums	category	1:Excellent;2:Very good;3:Good;4:Fair;5:Poor;7:Refused;9:Don't know	WTINT2YR
Ever been told of bone loss around teeth	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any teeth became loose without an injury	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Do you think you might have gum disease?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever had treatment for gum disease?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How many days use dental floss/device	int	0,7;77:REFUSED;99:DON'T KNOW	WTINT2YR
Age when fractured wrist 9th time	int	11,11;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 8th time	int	10,10;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 10th time	int	11,11;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 5th time	int	8,39;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 4th time	int	7,68;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 7th time	int	9,9;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 6th time	int	8,8;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 1st time	int	2,78;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 3rd time	int	7,52;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured wrist 2nd time	int	6,77;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Did mother ever fracture hip?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever treated for osteoporosis	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Doctor ever told any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Age when fractured spine 2nd time	int	13,71;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured spine 3rd time	int	14,30;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured spine 1st time	int	2,80;77777:Refused;99999:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
How old when fractured hip?	int	10,100;777:Refused;999:Don't know	WTINT2YR
Any other fractures?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever told had osteoporosis/brittle bones	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Fracture result of severe trauma?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Mother was told had osteoporosis	category	1:Mother;7:Refused;9:Don't know	WTINT2YR
Over or under 50 years old?	category	1:under 50 years or;2:50 years or older?;7:Refused;9:Don't know	WTINT2YR
How old when fractured hip?	int	9,99;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	36,36;80:80or older;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	35,40;80:80 or older;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	32,63;80:80 or older;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	20,76;80:80 or older;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	20,80;777:Refused;999:Don't know	WTINT2YR
How old when fracture occurred?	int	20,80;777:Refused;999:Don't know	WTINT2YR
Did father ever fracture hip?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd wrist 10th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 9th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 8th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 7th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 6th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 5th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 4th time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 3rd time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 2nd time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. wrist 1st time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Reason spine fracture occurred 1st time	category	1:A fall from standing height or less, for example, tripped, slipped, fell out of bed;2:A hard fall, such as falling off a ladder or step stool, down stairs;3:A car accident or other severe trauma;7:Refused;9:Don't know	WTINT2YR
Reason spine fracture occurred 2nd time	category	1:A fall from standing height or less, for example, tripped, slipped, fell out of bed;2:A hard fall, such as falling off a ladder or step stool, down stairs;3:A car accident or other severe trauma;7:Refused;9:Don't know	WTINT2YR
Reason spine fracture occurred 3rd time	category	1:A fall from standing height or less, for example, tripped, slipped, fell out of bed;2:A hard fall, such as falling off a ladder or step stool, down stairs;3:A car accident or other severe trauma;7:Refused;9:Don't know	WTINT2YR
# Times broken/fractured wrist	int	1,14;7777:Refused;9999:Don't know	WTINT2YR
# Times broken/fractured spine	int	1,3;7777:Refused;9999:Don't know	WTINT2YR
# Times broken/fractured hip	int	1,2;7777:Refused;9999:Don't know	WTINT2YR
Broken or fractured a hip	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Broken or fractured spine	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Broken or fractured a wrist	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Ever taken prednisone or cortisone daily	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. spine 1st time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. spine 2nd time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. spine 3rd time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
How long used prednisone or cortisone?	int	1,66;777:Refused;999:Don't know	WTINT2YR
How long used prednisone or cortisone?	category	1:Month;2:Year;7:Refused;9:Don't know	WTINT2YR
Reason hip fracture occurred 2nd time	category	1:A fall from standing height or less, for example, tripped, slipped, fell out of bed;2:A hard fall, such as falling off a ladder or step stool, down stairs;3:A car accident or other severe trauma;7:Refused;9:Don't know	WTINT2YR
Reason hip fracture occurred 1st time	category	1:A fall from standing height or less, for example, tripped, slipped, fell out of bed;2:A hard fall, such as falling off a ladder or step stool, down stairs;3:A car accident or other severe trauma;7:Refused;9:Don't know	WTINT2YR
Parents ever told had osteoporosis?	category	1:Yes;2:No;7:Refused;9:Don't know	WTINT2YR
Under/over 50 when fracd. hip 1st time	category	1:Under 50 years old, or;2:50 years old or older?;7:Refused;9:Don't know	WTINT2YR
Age when fractured hip 1st time	int	1,80;77777:Refused;99999:Don't know	WTINT2YR
Age when fractured hip 2nd time	int	33,76;80:80 or older;77777:Refused;99999:Don't know	WTINT2YR
Where fracture occurred	category	10:HEAD/FACE;11:UPPER ARM (HUMERUS);12:LOWER ARM BETWEEN WRIST AND ELBOW (DO NOT INCLUDE WRIST);13:ELBOW;14:HAND;15:FINGERS;16:SHOULDER;17:COLLAR BONE;18:RIBS (EITHER SIDE);19:PELVIS (NOT HIP);20:UPPER LEG (THIGH EXCLUDING HIP);21:LOWER LEG (BETWEEN ANKLE AND KNEE);22:KNEE (PATELLA);23:ANKLE;24:HEEL;25:FOOT;26:TOES;27:OTHER (DO NOT SPECIFY);77:Refused;99:Don't know	WTINT2YR
Where fracture occurred	category	10:HEAD/FACE;11:UPPER ARM (HUMERUS);12:LOWER ARM BETWEEN WRIST AND ELBOW (DO NOT INCLUDE WRIST);13:ELBOW;14:HAND;15:FINGERS;16:SHOULDER;17:COLLAR BONE;18:RIBS (EITHER SIDE);19:PELVIS (NOT HIP);20:UPPER LEG (THIGH EXCLUDING HIP);21:LOWER LEG (BETWEEN ANKLE AND KNEE);22:KNEE (PATELLA);23:ANKLE;24:HEEL;25:FOOT;26:TOES;27:OTHER (DO NOT SPECIFY);77:Refused;99:Don't know	WTINT2YR
Where fracture occurred	category	10:HEAD/FACE;11:UPPER ARM (HUMERUS);12:LOWER ARM BETWEEN WRIST AND ELBOW (DO NOT INCLUDE WRIST);13:ELBOW;14:HAND;15:FINGERS;16:SHOULDER;17:COLLAR BONE;18:RIBS (EITHER SIDE);19:PELVIS (NOT HIP);20:UPPER LEG (THIGH EXCLUDING HIP);21:LOWER LEG (BETWEEN ANKLE AND KNEE);22:KNEE (PATELLA);23:ANKLE;24:HEEL;25:FOOT;26:TOES;27:OTHER (DO NOT SPECIFY);77:Refused;99:Don't know	WTINT2YR
Where fracture occurred	category	10:HEAD/FACE;11:UPPER ARM (HUMERUS);12:LOWER ARM BETWEEN WRIST AND ELBOW (DO NOT INCLUDE WRIST);13:ELBOW;14:HAND;15:FINGERS;16:SHOULDER;17:COLLAR BONE;18:RIBS (EITHER SIDE);19:PELVIS (NOT HIP);20:UPPER LEG (THIGH EXCLUDING HIP);21:LOWER LEG (BETWEEN ANKLE AND KNEE);22:KNEE (PATELLA);23:ANKLE;24:HEEL;25:FOOT;26:TOES;27:OTHER (DO NOT SPECIFY);77:Refused;99:Don't know	WTINT2YR
Where fracture occurred	category	10:HEAD/FACE;11:UPPER ARM (HUMERUS);12:LOWER ARM BETWEEN WRIST AND ELBOW (DO NOT INCLUDE WRIST);13:ELBOW;14:HAND;15:FINGERS;16:SHOULDER;17:COLLAR BONE;18:RIBS (EITHER SIDE);19:PELVIS (NOT HIP);20:UPPER LEG (THIGH EXCLUDING HIP);21:LOWER LEG (BETWEEN ANKLE AND KNEE);22:KNEE (PATELLA);23:ANKLE;24:HEEL;25:FOOT;26:TOES;27:OTHER (DO NOT SPECIFY);77:Refused;99:Don't know	WTINT2YR
